Id,Label,TYPE, VALUE 
1452,ALFRED P. SLOAN,0,
1453,PETER A. WELCH,0,
1454,JOHN WILSON,0,
1455,B. OGDEN CHISOLM,0,
1456,JAMES QUINLAN,0,
1457,J. HAMPDEN ROBB,0,
1458,JOHN A. STEWART,0,
1460,ALFRED L. WHITE,0,
1461,LUCIUS K. WILMERDING,0,
1462,WALTER G. OAKMAN,0,
1463,GEORGE R. TURNBULL,0,
1464,HENRY A. MURRAY,0,
1465,E.C. HUBBARD,0,
1466,WILLIAM C. EDWARDS,0,
1467,F.C. HARRIMAN,0,
1468,JOHN GAULT,0,
1469,R.C. NEWTON,0,
1470,FREDERIC CROMWELL,0,
1471,WALTER R. GILLETTE,0,
1472,R. SOMERS HAYES,0,
1473,ALEXANDER E. ORR,0,
1474,HENRY H. ROGERS,0,
1475,H. McK. TWOMBLY,0,
1476,FREDERICK W. VANDERBILT,0,
1477,HARRY PAYNE WHITNEY,0,
1480,FREDERICK D. IVES,0,
1481,JESSE C. JOY,0,
1482,CYRUS CLARK,0,
1483,MARTIN D. FINK,0,
1484,WILLIAM S. GRAY,0,
1485,JOHN J. LAPHAM,0,
1486,BERNARD LOTH,0,
1487,WILLIAM A. MARTIN,0,
1488,EDWIN S. SCHENCK,0,
1489,JOHN J. SPERRY,0,
1490,JULIUS W. TIEMANN,0,
1491,LUCIEN C. WARNER,0,
1492,WILLIAM BERRI,0,
1493,JOSEPH B. WHITE,0,
1494,GEORGE HADDEN,0,
1495,LUCIUS H. BIGLOW,0,
1496,EZRA D. BUSHNELL,0,
1497,WILLIAM H. DAVOL,0,
1498,PATRICK H. FLYNN,0,
1499,JOHN R. HEGEMAN,0,
1500,W.C. HUMSTONE,0,
1501,JOHN C. McGUIRE,0,
1502,EUGENE F. O'CONNOR,0,
1503,THOMAS E. PEARSALL,0,
1504,TIMOTHY L. WOODRUFF,0,
1505,JAMES T. WOODWARD,0,
1506,WILLIAM LOGAN,0,
1507,WILLIAM I. LIGHTHIPE,0,
1508,ELMER E. WHITTAKER,0,
1509,ALEXANDER D. CAMBELL,0,
1510,HENRY R. CARSE,0,
1511,WILLIAM BARBOUR,0,
1512,MARTIN S. FECHHEIMER,0,
1513,EDWARD KING,0,
1514,CHARLES H. MARSHALL,0,
1515,BENJAMIN PERKINS,0,
1516,JOHN S. PHIPPS,0,
1517,WILLIAM ROCKEFELLER,0,
1518,ELIJAH P. SMITH,0,
1519,JAMES HENRY SMITH,0,
1520,CHARLES B. TOOKER,0,
1521,MICHAEL DUFF,0,
1522,T. CRAWFORD,0,
1523,L. HOMER HART,0,
1524,JOHN J. BELL,0,
1525,WILLIAM H. CALDWELL,0,
1526,THOMAS CRAWFORD,0,
1527,GRANVILLE F. DAILEY,0,
1528,GEORGE FENNELL,0,
1529,AUGUSTUS GAREISS,0,
1530,ISRAEL C. JONES,0,
1531,WILLIAM B. REED,0,
1532,WILLIAM SOMERVILLE,0,
1533,WILLIAM E. TROTTER,0,
1534,RICHARD WEBBER,0,
1536,THOMAS KECK,0,
1537,CLARENCE FOOTE,0,
1538,S.P. MENDEL,0,
1539,WILLIAM J. MOFFAT,0,
1540,GEORGE F. PERKINS,0,
1541,G.W. BUTTS,0,
1542,H.V. MEEKS,0,
1543,J.H.P. REILLY,0,
1544,JAMES R. FERENS,0,
1545,F.W. HILLE,0,
1546,WILLIAM BRAUNSTEIN,0,
1547,JOHN CLAFLIN,0,
1548,R.E. GALBRAITH,0,
1549,WILLIAM P. HAMILTON,0,
1550,G.F. SAUER,0,
1551,HAMILTON V. MEEKS,0,
1552,AUGUSTUS A. RICH,0,
1553,E.A. STEVENS,0,
1554,E. TOWNSEND,0,
1555,H.H. POWELL,0,
1556,G.H. HULIN,0,
1557,GEORGE H. BLISH,0,
1558,JOHN ARBUCKLE,0,
1559,HENRY R. ICKELHEIMER,0,
1561,RANDOLPH W. TOWNSEND,0,
1562,EDWARD VAN VOLKENBURGH,0,
1563,ANTONY WALLACH,0,
1564,FRANK M. HURLBUT,0,
1565,EGERTON L. WINTHROP,0,
1566,WILLIAM H. ROCKWOOD,0,
1567,JOHN T. WEEKS,0,
1568,EUGENE DELANO,0,
1569,WILLIAM GREENOUGH,0,
1570,CHESTER GRISWOLD,0,
1571,WILLIAM DE FOREST HAYNES,0,
1572,FRANK B. KEECH,0,
1573,HEWLETT SCUDDER,0,
1574,CHARLES G. THOMPSON,0,
1575,ISAAC TOWNSEND,0,
1576,FREDERIC S. WELLS,0,
1577,EDWARD F. CRAGIN,0,
1578,H. HARDY,0,
1579,JOHN HUBBARD,0,
1580,J.B. LEE,0,
1581,JAMES W. ALEXANDER,0,
1582,JULES S. BACHE,0,
1583,J.M. CEBALLOS,0,
1584,GEORGE CROCKER,0,
1585,H.C. FRICK,0,
1586,ABRAM S. HEWITT,0,
1587,H.E. HUNTINGTON,0,
1588,JOHN B. JACKSON,0,
1589,LUTHER KOUNTZE,0,
1590,HENRY S. MANNING,0,
1591,JOHN J. McCOOK,0,
1592,H.P. McINTOSH,0,
1594,A.W. PAIGE,0,
1595,H.S. ROGERS,0,
1596,R.A.C. SMITH,0,
1597,CHARLES H. FANCHER,0,
1598,CHARLES F. MATTLAGE,0,
1599,SAMUEL S. CONOVER,0,
1600,BENJAMIN F. WERNER,0,
1601,WILLIAM H. BERNARD,0,
1602,JOHN W. CASTREE,0,
1603,SAMUEL CROOKS,0,
1604,WILLIAM C. DEMOREST,0,
1605,SAMUEL B. DOWNES,0,
1606,HENRY KROGER,0,
1607,DANIEL P. MORSE,0,
1608,JOHN W. NIX,0,
1609,CHARLES REED,0,
1610,W.H.B. TOTTEN,0,
1611,"HAMPDEN E. TENER, JR.",0,
1612,WILLIAM ZIEGLER,0,
1613,FREDERICK MEYER,0,
1614,G. BYRON LATIMER,0,
1615,CHARLES D. BOSCHEN,0,
1616,JAMES E. CARPENTER,0,
1617,W.H. DUCKWORTH,0,
1618,JOHN H. DYE,0,
1619,GEORGE A. ELLIS,0,
1620,MARTIN GERDES,0,
1621,JOHN K. LASHER,0,
1622,C.W. MILLER,0,
1623,JOHN O. WILLIAMS,0,
1624,J.N. FRANCOLINI,0,
1625,D. SALADINO,0,
1626,R.M. MARASCO,0,
1627,J.J. SLEVIN,0,
1628,P.I. SIMONELLI,0,
1629,B.J. McCANN,0,
1630,JOHN E. WAYLAND,0,
1631,D. ABBATE,0,
1632,A.C. ASTARITA,0,
1633,EDWARD COLE,0,
1634,VITO CONTESSA,0,
1635,P. FRANCOLINI,0,
1636,L.V. FUGAZY,0,
1637,J.E. MARCH,0,
1638,CELESTINO PIVA,0,
1639,H. SCHNEPP,0,
1640,G. TUOTI,0,
1641,J.E. WAYLAND,0,
1642,A. ZUCCA,0,
1643,A. ZUCCHI,0,
1644,GEORGE L. PECK,0,
1645,J. TYLER WATTS,0,
1646,MARTIN S. RAPELYE,0,
1647,JOHN H. BRINCKERHOFF,0,
1648,JOHN E. BACKUS,0,
1649,CHARLES DOWNING,0,
1650,WILLET C. DURLAND,0,
1651,LEANDER B. FABER,0,
1652,GEORGE K. MEYNEN,0,
1653,HENRY A. MONFORT,0,
1654,STEPHEN RYDER,0,
1655,WILLIAM A. WARNOCK,0,
1656,WILLIAM L. WOOD,0,
1657,HERMAN BROESEL,0,
1658,MAX RADT,0,
1659,S. ROGGEMANN,0,
1660,MAURICE BRILL,0,
1661,H.L. CAMMANN,0,
1662,RUDOLPH ERBSLOH,0,
1663,"SAMUEL FLECK, JR.",0,
1664,ELKAN HOLZMAN,0,
1665,TRENOR L. PARK,0,
1666,E.A. RICHARD,0,
1667,S. SILBERMAN,0,
1668,SAMUEL STASBOURGER,0,
1669,MOSES VALENTINE,0,
1670,O.M. DENTON,0,
1671,HOWARD MAXWELL,0,
1672,NORMAN S. DIKE,0,
1673,CHARLES R. GAY,0,
1674,LEONARD MOODY,0,
1675,DAVID W. STEIN,0,
1676,WYCKOFF VAN DERHOEF,0,
1677,RICHARD D. WYCKOFF,0,
1678,JAMES S. BEARNS,0,
1679,HUBERT G. TAYLOR,0,
1680,WILLIAM D. CHASE,0,
1681,JOSEPH A. BURR,0,
1682,JACOB HENTZ,0,
1683,JOHN H. BRENNEN,0,
1684,J. HENRY DICK,0,
1685,THEODORE E. GREEN,0,
1686,ALFRED HODGES,0,
1687,GEORGE P. JACOBS,0,
1688,THOMAS W. KILEY,0,
1689,WILLIAM S. LIPTROTT,0,
1690,JOHN LOUGHRAN,0,
1691,EDWARD McGARVEY,0,
1692,JOHN S. McKEON,0,
1693,OTTO F. STRUSE,0,
1694,CHRISTOPHER W. WILSON,0,
1695,WILLIAM HARKNESS,0,
1696,DANIEL W. McWILLIAMS,0,
1697,HERMON MORRIS,0,
1698,THOMAS BLAKE,0,
1699,GEORGE V. BROWER,0,
1700,A. ABRAHAM,0,
1701,ROSWELL ELDRIDGE,0,
1703,WHITMAN W. KENYON,0,
1704,JOSEPH LEIBMANN,0,
1705,LEWIS LUCKENBACH,0,
1706,W.M. VAN ANDEN,0,
1707,THOMAS F. WHITE,0,
1708,JOHN J. WILLIAMS,0,
1709,JOSEPH T. BROWN,0,
1710,FREDERICK GORE KING,0,
1711,JULIAN M. GERARD,0,
1712,WILLIAM B. RANDALL,0,
1713,JOSEPH S. AUERBACH,0,
1714,AMZI L. BARBER,0,
1715,I. TOWNSEND BURDEN,0,
1716,HENRY F. DIMOCK,0,
1717,CHARLES R. FLINT,0,
1718,CHARLES W. GOULD,0,
1719,JACOB HAYS,0,
1720,A. FOSTER HIGGINS,0,
1721,HARRY B. HOLLINS,0,
1722,ALFRED B. MACLAY,0,
1723,JOHN MAGEE,0,
1724,HARRY W. McVICKAR,0,
1725,HENRY A. MORGAN,0,
1726,ANDREW H. SANDS,0,
1727,CHARLES F. WATSON,0,
1728,NICHOLAS F. PALMER,0,
1729,"WILLIAM H. MACY, JR.",0,
1730,GATES W. McGARRAH,0,
1731,FRANK O. ROE,0,
1732,WILLIAM M. KINGSLAND,0,
1733,HENRY B. STOKES,0,
1734,JOHN T. WILLETS,0,
1735,HENRY P. DAVISON,0,
1736,HENRY C. TINKER,0,
1737,CHARLES W. RIECKS,0,
1738,FREDERICK P. McGLYNN,0,
1739,CHARLES G. EMERY,0,
1740,T.A. GILLESPIE,0,
1741,HENRY GRAVES,0,
1742,ARTHUR F. LUKE,0,
1743,CHARLES A. MOORE,0,
1744,WILLIAM RUNKLE,0,
1745,CHARLES H. WARREN,0,
1746,THOMAS L. JAMES,0,
1747,WILLIAM A. SIMONSON,0,
1748,WILLIAM T. CORNELL,0,
1749,TALCOTT C. VAN SANTVOORD,0,
1750,CHARLES E. WARREN,0,
1751,WILLIAM F. BOGERT,0,
1752,MATTHEW C.D. BORDEN,0,
1753,CHARLES C. CLARKE,0,
1754,JAMES H. LEWIS,0,
1755,CLINTON L. ROSSITER,0,
1756,FREDERICK T. ALDRIDGE,0,
1757,WILLARD P. SCHNCK,0,
1758,HORATIO M. ADAMS,0,
1759,CLINTON D. BURDICK,0,
1760,"SEYMOUR L. HUSTED, JR.",0,
1761,WILLIAM M. INGRAHAM,0,
1762,SETH L. KEENEY,0,
1763,JOSEPH BIRD,0,
1764,FRANK G. STILES,0,
1765,CONSTANT M. BIRD,0,
1766,GEORGE BLAGDEN,0,
1767,S.J. DRAKE,0,
1768,BENJAMIN GRIFFEN,0,
1769,"RICHARD LATHERS, JR.",0,
1770,ROBERT A. McKIM,0,
1771,GEORGE H. McLEAN,0,
1772,BANJAMIN PERKINS,0,
1773,E.S. RAPELLO,0,
1774,EDWARD H. SCHELL,0,
1775,J. WALTER SPALDING,0,
1776,EDWARD A. WALTON,0,
1777,JAMES E. WARE,0,
1778,AMOS T. FRENCH,0,
1779,JOHN KEAN,0,
1780,W. NORTH DUANE,0,
1781,CHARLES H. SMITH,0,
1782,E.A. SKINNER,0,
1783,F. DWIGHT,0,
1784,FRANCIS R. APPLETON,0,
1785,A.J. CASSATT,0,
1786,R.J. CROSS,0,
1787,RUDULPH ELLIS,0,
1788,JOHN HOWARD LATHAM,0,
1789,EDMUND D. RANDOLPH,0,
1790,JAMES O. SHELDON,0,
1791,R.T. WILSON,0,
1792,WILLIAM F. GARRISON,0,
1793,J.T. FOUNTAIN,0,
1794,ANDREW D. BAIRD,0,
1795,THOMAS S. COOPER,0,
1796,GEORGE L. FOX,0,
1797,BERNARD GALLEGHER,0,
1798,JOHN H. SHULTS,0,
1799,M.B. STREETER,0,
1800,WILLIAM H. VOGEL,0,
1801,LUR WINTJEN,0,
1802,WILLIAM J. COOMBS,0,
1803,FRANK L. SNIFFEN,0,
1804,WILLIAM C. NESMITH,0,
1805,FRANK BAILEY,0,
1806,HENRY BATTERMAN,0,
1807,EDWARD T. BEDFORD,0,
1808,H.V.V. BRAMAN,0,
1809,E. DWIGHT CHURCH,0,
1810,CHARLES O. GATES,0,
1811,H.B. HAIGH,0,
1812,JOHN H. HANAN,0,
1813,EDWARD HINMAN,0,
1814,J. ADOLPH MOLLENHAUER,0,
1815,JAMES L. MORGAN,0,
1816,JAMES H. OLIPHANT,0,
1817,JOHN C. ORR,0,
1818,ROYAL C. PEABODY,0,
1819,SILAS TUTTLE,0,
1820,ALEXANDER GILBERT,0,
1821,ROBERT BAYLES,0,
1822,THOMAS J. STEVENS,0,
1823,J.H. CARR,0,
1824,JOSEPH C. BALDWIN,0,
1825,HENRY W. BANKS,0,
1826,EUGENE  G. BLACKFORD,0,
1827,WILLIAM BROOKFIELD,0,
1828,FREDERICK W. DEVOE,0,
1829,EDWARD J. HALL,0,
1830,LEOPOLD STERN,0,
1831,ALDEN S. SWAN,0,
1832,LEO SCHLESINGER,0,
1833,ISAAC STIEBEL,0,
1834,A.M. DEDERER,0,
1835,ELIAS R. PECK,0,
1836,THOMAS E. CRIMMINS,0,
1837,MAX DANZIGER,0,
1838,JACOB EMSHEIMER,0,
1839,MYER FOSTER,0,
1840,EUGENE GALLAND,0,
1841,BENSON H. GOODMAN,0,
1842,G.B.M. HARVEY,0,
1843,AARON HECHT,0,
1844,JOHN P. O'BRIEN,0,
1845,WILLIAM K. RYAN,0,
1846,CHARLES STRAUSS,0,
1847,GEORGE W. WHITE,0,
1848,CHARLES E. WHEELER,0,
1849,WILLIAM BAYLIS,0,
1850,DANIEL CHAUNCEY,0,
1851,JACOB T.E. LITCHFIELD,0,
1852,JAMES RAYMOND,0,
1853,DANIEL D. WHITNEY,0,
1854,ANDREW A. KNOWLES,0,
1855,ROBERT W. GRAFF,0,
1856,WILLIAM B. BOULTON,0,
1857,HORACE E. GARTH,0,
1858,LOWELL LINCOLN,0,
1859,EDGAR L. MARSTON,0,
1861,JAMES V. LOTT,0,
1862,EMIL KLEIN,0,
1863,WILLIAM C. BROWNING,0,
1864,COURTLAND E. HASTINGS,0,
1865,YALE KNEELAND,0,
1866,EMANUEL LEHMAN,0,
1867,JAMES E. NICHOLS,0,
1868,AUGUSTUS G. PAINE,0,
1869,GEORGE H. SARGENT,0,
1870,"WILLIAM SKINNER, JR.",0,
1871,ISAAC WALLACH,0,
1872,JAMES M. WENTZ,0,
1873,RICHARD H. WILLIAMS,0,
1874,JOHN T. TERRY,0,
1875,HENRY C. DEMING,0,
1876,ALVIN W. KRECH,0,
1877,ERNEST R. ADEE,0,
1878,J.D. OSTRANDER,0,
1879,WILLIAM C. POILLON,0,
1880,HAROLD B. THORNE,0,
1881,EDWARD D. ADAMS,0,
1882,H.M. ALEXANDER,0,
1883,OLIVER AMES,0,
1885,CHARLES H. GODFREY,0,
1886,GEORGE J. GOULD,0,
1887,CLEMENT A. GRISCOM,0,
1888,HENRY G. MARQUAND,0,
1889,JAMES McCREERY,0,
1890,MORTIMER L. SCHIFF,0,
1891,JAMES STOKES,0,
1892,ALFRED G. VANDERBILT,0,
1893,LOUIS BEER,0,
1894,H.D. JOHNSON,0,
1895,JOHN AUER,0,
1896,JACOB BLANK,0,
1897,W.V. BURROUGHS,0,
1898,THOMAS F. BYRNES,0,
1899,D.J. CREEM,0,
1900,S. EISENBACH,0,
1901,P.H. FLYNN,0,
1902,S.B. KRAUS,0,
1903,N. LEVY,0,
1904,JACOB MEURER,0,
1905,J.M. OTTO,0,
1906,RICHARD SHANNON,0,
1907,GEORGE STRAUB,0,
1908,ERNST STUTZ,0,
1909,A. VIGELIUS,0,
1910,JOSEPH WAGNER,0,
1911,JACOB WILLMAN,0,
1912,PHINEAS C. LOUNSBURY,0,
1913,ALLEN S. APGAR,0,
1914,EDWARD V. GAMBIER,0,
1915,LYMAN BROWN,0,
1916,GILBERT H. JOHNSON,0,
1917,JAMES G. POWERS,0,
1918,EDWARD W. SCOTT,0,
1919,JOSEPH THOMPSON,0,
1920,ELBERT A. BRINCKERHOFF,0,
1921,WILLIAM B.T. KEYSER,0,
1922,SAMUEL S. CAMPBELL,0,
1924,ORRIS K. ELDREDGE,0,
1925,EDWARD HOLBROOK,0,
1926,DONALD MACKAY,0,
1927,GUSTAV H. SCHWAB,0,
1928,JAMES E. REYNOLDS,0,
1929,JOHN B. GRANT,0,
1930,F.P. DAVIS,0,
1931,LEO H. McCALL,0,
1932,C.L. BAUSHER,0,
1933,GEORGE C. CLARKE,0,
1934,HENRY D. COOPER,0,
1935,G.E. FISHER,0,
1936,JOHN U. FRALEY,0,
1937,E. HAWLEY,0,
1938,CHARLES W. JONES,0,
1939,JOSEPH R. QUINBY,0,
1940,FRANK C. TRAVERS,0,
1941,JONATHAN B. CURREY,0,
1942,AUGUSTUS S. HUTCHINS,0,
1943,WILLIAM SHERER,0,
1944,EDWARD SHERER,0,
1945,CHARLES H. ADAMS,0,
1946,ROBERT D. ANDREWS,0,
1947,CHARLES P. EMMONS,0,
1948,WALDO HUTCHINS,0,
1949,GROVE P. MITCHELL,0,
1950,WILLIS S. PAINE,0,
1951,AUGUSTUS H. SANDS,0,
1952,AUGUSTUS K. SLOAN,0,
1953,JOHN S. SPENCER,0,
1954,"EDWARD H. SWAN, JR.",0,
1955,JAMES TURNER,0,
1956,BRAYTON IVES,0,
1957,BEVERLY CHEW,0,
1958,"ALEXANDER S. WEBB, JR.",0,
1959,BERTRAM CRUGER,0,
1960,HEBER R. BISHOP,0,
1961,WILLIAM L. BULL,0,
1962,ALBERT C. CASE,0,
1963,HALEY FISKE,0,
1964,ROBERT HOE,0,
1965,MORRIS K. JESUP,0,
1966,BRADLEY MARTIN,0,
1967,RICHARD MORTIMER,0,
1968,DUDLEY OLCOTT,0,
1969,H.C. PERKINS,0,
1970,NORMAN B. REAM,0,
1971,WILLIAM H. TILLINGHAST,0,
1972,GEORGE HENRY WARREN,0,
1973,THOMAS F. RYAN,0,
1974,JAMES K. CORBIERE,0,
1975,H.M. FRANCIS,0,
1976,EUGENE E. VARET,0,
1977,G.L. WILLMERDING,0,
1978,CHARLES A. CONANT,0,
1979,H.B. BERRY,0,
1980,JAMES B. DUKE,0,
1981,HENRY M. FLAGLER,0,
1982,WALTER S. JOHNSTON,0,
1983,JOSEPH LAROCQUE,0,
1985,GEORGE FOSTER PEABODY,0,
1986,ELIHU ROOT,0,
1987,LOUIS M. SCHWAN,0,
1988,F.W. LIVERMORE,0,
1989,ALBERT H. WIGGIN,0,
1990,LINDLEY H. HILL,0,
1991,FREDERICK M. SPENCER,0,
1992,WILLIAM H. CROCKER,0,
1993,WILLIAM MORTON GRINNELL,0,
1994,EDMOND H. HAMILTON,0,
1995,GEORGE S. HART,0,
1996,EDWARD C. HOYT,0,
1997,EDWARD H. LANDON,0,
1998,FREDERICK W. LIVERMORE,0,
1999,JOHN McQUADE,0,
2000,THOMAS H. NEWMAN,0,
2001,W. ROCKHILL POTTS,0,
2002,AARON S. THOMAS,0,
2003,THOMAS L. WATT,0,
2004,JAMES McCLENAHAN,0,
2005,GEORGE WILEY,0,
2006,WALTER WESTERVELT,0,
2007,WILLIAM B. KRUG,0,
2008,THOMAS J. BRADY,0,
2009,AARON BUCHSBAUM,0,
2010,JAMES BUTLER,0,
2011,ROBERT GORDON,0,
2012,A.P.W. KINNAN,0,
2013,EUGENE C. LUDIN,0,
2014,C.W. LUYSTER,0,
2016,WILIAM G. McCREA,0,
2017,STEPHEN McPARTLAND,0,
2018,"WILLIAM SPERB, JR.",0,
2019,JAMES THOMSON,0,
2020,RICHARD S. TREACEY,0,
2021,WILLIAM VON TWISTERN,0,
2022,JOHN P. WINDOLPH,0,
2023,GEORGE R. READ,0,
2024,WHITELAW REID,0,
2025,F.G. INGERSOLL,0,
2026,JOHN LEONARD,0,
2027,W.B. DICKERMAN,0,
2028,JOHN I. DOWNEY,0,
2029,R.P. LOUNSBERY,0,
2030,D. PERCY MORGAN,0,
2031,JEROME ALVORD PECK,0,
2032,J.J. RIKER,0,
2033,WILLIAM H. RUSSELL,0,
2034,JOHN RYAN,0,
2035,WILLIAM SALOMON,0,
2036,JOHN W. STERLING,0,
2037,J. MAYHEW WAINWRIGHT,0,
2038,FRANK H. RICHARDSON,0,
2039,JAMES C. BELL,0,
2040,WILLIAM H. ROGERS,0,
2041,EDWARD EARL,0,
2042,JOHN P. HUGGINS,0,
2043,CHARLES H. KERNER,0,
2044,HENRY C. MILLER,0,
2045,SAMUEL R. WEED,0,
2046,EDGAR McDONALD,0,
2047,J.W. SEAMAN,0,
2048,DABIEL V.B. HEGEMAN,0,
2049,CARLL H. DE SILVER,0,
2050,BENJAMIN T. FROTHINGHAM,0,
2051,JAMES H. TAYLOR,0,
2052,ANDREW T. SULLIVAN,0,
2053,H.F. BURNS,0,
2054,FRANCIS WEEKES,0,
2055,A.D. BAIRD,0,
2056,HERBERT F. GUNNISON,0,
2057,WILLIAM E. HORWILL,0,
2058,EDWARD T. HULST,0,
2059,DITMAS JEWELL,0,
2061,F.D. MOLLENHAUER,0,
2062,JOST MOLLER,0,
2063,HENRY ROTH,0,
2064,CHARLES H. RUSSELL,0,
2065,HENRY SEIBERT,0,
2066,JAMES A. SPERRY,0,
2067,EZRA B. TUTTLE,0,
2068,F.W. WURSTER,0,
2069,WILLIAM C. DUVALL,0,
2070,NEILSON OLCOTT,0,
2071,H.B. FONDA,0,
2072,J.S. ALEXANDER,0,
2073,"HENRY CHAPIN, JR.",0,
2074,ALFRED H. CURTIS,0,
2075,J. FREDERICK SWEASY,0,
2076,HENRY BUDGE,0,
2077,HENRY H. COOK,0,
2078,DAVID H. HOUGHTALING,0,
2079,LEONARD LEWISOHN,0,
2080,FRANK K. STURGIS,0,
2081,MAHLON D. THATCHER,0,
2082,ROBERT M. THOMPSON,0,
2083,OAKLEIGH THORNE,0,
2084,W.M. VAN NORDEN,0,
2085,MILES M. O'BRIEN,0,
2086,CHARLES J. DAY,0,
2087,WILLIAM BALLIN,0,
2088,EAGENE BRITTON,0,
2089,ANDERSON FOWLER,0,
2090,WILLIAM B. PUTNEY,0,
2091,ABRAHAM STERN,0,
2092,GURDON G. BRINKERHOFF,0,
2093,WILLIAM H. CHASE,0,
2094,E.G. TUCKER,0,
2095,ADOLPH D. BENDHELM,0,
2096,HENRY A. CAESAR,0,
2097,HENRY HOFHEIMER,0,
2098,MARCUS M. MARKS,0,
2099,NELSON A. REYNOLDS,0,
2100,ALBION K. CHAPMAN,0,
2101,"FRANCIS M. BACON, JR.",0,
2102,PEARSON HALSTEAD,0,
2103,ROBERT B. HIRSCH,0,
2104,JACQUES HUBER,0,
2105,ARTHUR L. LESHER,0,
2106,AUGUSTUS F. LIBBY,0,
2107,ELKAN NAUMBURG,0,
2108,"EMIL SEYD, JR.",0,
2109,FREDERICK SOUHACK,0,
2110,CHARLES T. YOUNG,0,
2111,HENRY M. WELLS,0,
2112,D.J. EVANS,0,
2113,JOHN L. HEINS,0,
2114,"S.L. HUSTED, JR.",0,
2115,WALTER LONGMAN,0,
2116,DAVID F. MANNING,0,
2117,DAVID B. POWELL,0,
2118,W.D. SARGENT,0,
2119,A.G. LOOMIS,0,
2120,G.S. WHITSON,0,
2122,FRANK A. VANDERLIP,0,
2123,H.M. KILBORN,0,
2124,W.H. TAPPAN,0,
2125,A. KAVANAGH,0,
2126,JAMES A. STILLMAN,0,
2127,C. JANSSEN,0,
2128,ROBERT BACON,0,
2129,CHARLES S. FAIRCHILD,0,
2130,"JOHN D. ROCKEFELLER, JR.",0,
2131,STUYVESANT FISH,0,
2132,GILBERT G. THORNE,0,
2133,GEORGE S. HICKOK,0,
2134,EDWARD J. BALDWIN,0,
2135,FREDERICK O. FOXCROFT,0,
2136,JOSEPH T. MOORE,0,
2137,CHARLES SCRIBNER,0,
2138,CHARLES STERNBACH,0,
2139,CORNELIUS VANDERBILT,0,
2141,JOHN M. CRANE,0,
2142,JOHN A. HILTNER,0,
2143,JOHN I. COLE,0,
2144,G.B. SAYRES,0,
2145,WILLIAM C. HORN,0,
2146,CORNELIUS B. MITCHELL,0,
2147,THOMAS RUSSELL,0,
2148,NEWTON E. STOUT,0,
2149,JOSEPH S. STOUT,0,
2150,ROBERT H. SWAYZE,0,
2151,R.R. MOORE,0,
2152,G.J. BAUMANN,0,
2153,JOHN G. HEMERICH,0,
2154,JOSEPH J. KITTEL,0,
2155,R.V. LEWIS,0,
2156,FRANK W. SANGER,0,
2157,LOUIS STERN,0,
2158,GEORGE J. SMITH,0,
2159,FRANCIS L. LELAND,0,
2160,WILLIAM H. JENNISON,0,
2161,C.G. DALE,0,
2162,S.F. JAYNE,0,
2163,CHARLES B. WEBSTER,0,
2164,HENRY PARISH,0,
2165,WALTER KERR,0,
2166,"HENRY PARISH, JR.",0,
2167,G.M. CORNING,0,
2168,Z.W. VAN ZELM,0,
2169,EDMUND L. BAYLIES,0,
2170,JOHN L. CADWALADER,0,
2171,JOSEPH H. CHOATE,0,
2172,WILLIAM E. DODGE,0,
2173,C. O'D. ISELIN,0,
2174,HENRY LEWIS MORRIS,0,
2175,JOHN McL. NASH,0,
2176,WILLIAM C. SCHERMERHORN,0,
2177,PHILLIP SCHUYLER,0,
2178,RUTHERFURD STUYVESANT,0,
2179,C. VANDERBLIT,0,
2180,FRANK S. HYATT,0,
2181,ROLLIN P. GRANT,0,
2182,LEE KOHNS,0,
2183,ROBERT H. McCUTCHEON,0,
2184,WILLIAM J. MERRALL,0,
2185,JOHN H. SEED,0,
2186,WILLIAM WILLS,0,
2187,FORREST H. PARKER,0,
2188,WILLIAM A. SHERMAN,0,
2189,A.H. ALDEN,0,
2190,ALEXANDER MUNN,0,
2191,A.S. ROE,0,
2192,JOHN E. WEEKS,0,
2193,E.S. WHITMAN,0,
2194,EDWARD M. VOORHEES,0,
2195,ARCHIBALD M. PENTZ,0,
2196,WILLIAM FELSINGER,0,
2197,C.W. BRINCKERHOFF,0,
2198,RUFUS H. WOOD,0,
2199,JOHN WEBBER,0,
2200,EIBE D. CORDTS,0,
2201,DANIEL HOFFMAN,0,
2202,FREDERICK HUGHSON,0,
2203,W.H. JACKSON,0,
2204,JAMES L. WANDLING,0,
2205,"JOHN WEBBER, JR.",0,
2206,BENJAMIN A. WILLIAMS,0,
2207,OSBORN W. BRIGHT,0,
2208,L. CARROLL ROOT,0,
2209,ZELAH VAN LOAN,0,
2210,"CHARLES R. BRAINE, JR.",0,
2211,JAMES E. KEELER,0,
2212,H.W. WHIPPLE,0,
2213,WILLIAM F. BUCKLEY,0,
2214,FREDERIC R. COUDERT,0,
2215,ABRAM M. HYATT,0,
2216,STUART G. NELSON,0,
2217,CHARLES M. SCHWAB,0,
2218,FRANK W. STEARNS,0,
2219,L.H. BELLAMY,0,
2220,ALBERT SCHIFFERS,0,
2221,L.B. FOLEY,0,
2222,A.L. ANGLE,0,
2223,J.B. SABINE,0,
2224,H.A. BELLAMY,0,
2225,H.I. FOLEY,0,
2226,K.B. FOSTER,0,
2227,F.A. HARTUNG,0,
2228,E. NICHOLS,0,
