Id,Label,Director
1601,WILLIAM H. BERNARD,1
1602,JOHN W. CASTREE,1
1603,SAMUEL CROOKS,1
1604,WILLIAM C. DEMOREST,1
1605,SAMUEL B. DOWNES,1
1606,HENRY KROGER,1
1607,DANIEL P. MORSE,1
1608,JOHN W. NIX,1
1609,CHARLES REED,1
1610,W.H.B. TOTTEN,1
1611,"HAMPDEN E. TENER, JR.",1
1612,WILLIAM ZIEGLER,1
1613,FREDERICK MEYER,1
1614,G. BYRON LATIMER,1
1615,CHARLES D. BOSCHEN,1
1616,JAMES E. CARPENTER,1
1617,W.H. DUCKWORTH,1
1618,JOHN H. DYE,1
1619,GEORGE A. ELLIS,1
1620,MARTIN GERDES,1
1621,JOHN K. LASHER,1
1622,C.W. MILLER,1
1623,JOHN O. WILLIAMS,1
1624,J.N. FRANCOLINI,1
1625,D. SALADINO,1
1626,R.M. MARASCO,1
1627,J.J. SLEVIN,1
1628,P.I. SIMONELLI,1
1629,B.J. McCANN,1
1630,JOHN E. WAYLAND,1
1631,D. ABBATE,1
1632,A.C. ASTARITA,1
1633,EDWARD COLE,1
1634,VITO CONTESSA,1
1635,P. FRANCOLINI,1
1636,L.V. FUGAZY,1
1637,J.E. MARCH,1
1638,CELESTINO PIVA,1
1639,H. SCHNEPP,1
1640,G. TUOTI,1
1641,J.E. WAYLAND,1
1642,A. ZUCCA,1
1643,A. ZUCCHI,1
1644,GEORGE L. PECK,1
1645,J. TYLER WATTS,1
1646,MARTIN S. RAPELYE,1
1647,JOHN H. BRINCKERHOFF,1
1648,JOHN E. BACKUS,1
1649,CHARLES DOWNING,1
1650,WILLET C. DURLAND,1
1651,LEANDER B. FABER,1
1652,GEORGE K. MEYNEN,1
1653,HENRY A. MONFORT,1
1654,STEPHEN RYDER,1
1655,WILLIAM A. WARNOCK,1
1656,WILLIAM L. WOOD,1
1657,HERMAN BROESEL,1
1658,MAX RADT,1
1659,S. ROGGEMANN,1
1660,MAURICE BRILL,1
1661,H.L. CAMMANN,1
1662,RUDOLPH ERBSLOH,1
1663,"SAMUEL FLECK, JR.",1
1664,ELKAN HOLZMAN,1
1665,TRENOR L. PARK,1
1666,E.A. RICHARD,1
1667,S. SILBERMAN,1
1668,SAMUEL STASBOURGER,1
1669,MOSES VALENTINE,1
1670,O.M. DENTON,1
1671,HOWARD MAXWELL,1
1672,NORMAN S. DIKE,1
1673,CHARLES R. GAY,1
1674,LEONARD MOODY,1
1675,DAVID W. STEIN,1
1676,WYCKOFF VAN DERHOEF,1
1677,RICHARD D. WYCKOFF,1
1678,JAMES S. BEARNS,1
1679,HUBERT G. TAYLOR,1
1680,WILLIAM D. CHASE,1
1681,JOSEPH A. BURR,1
1682,JACOB HENTZ,1
1683,JOHN H. BRENNEN,1
1684,J. HENRY DICK,1
1685,THEODORE E. GREEN,1
1686,ALFRED HODGES,1
1687,GEORGE P. JACOBS,1
1688,THOMAS W. KILEY,1
1689,WILLIAM S. LIPTROTT,1
1690,JOHN LOUGHRAN,1
1691,EDWARD McGARVEY,1
1692,JOHN S. McKEON,1
1693,OTTO F. STRUSE,1
1694,CHRISTOPHER W. WILSON,1
1695,WILLIAM HARKNESS,1
1696,DANIEL W. McWILLIAMS,1
1697,HERMON MORRIS,1
1698,THOMAS BLAKE,1
1699,GEORGE V. BROWER,1
1700,A. ABRAHAM,1
1701,ROSWELL ELDRIDGE,1
1703,WHITMAN W. KENYON,1
1704,JOSEPH LEIBMANN,1
1705,LEWIS LUCKENBACH,1
1706,W.M. VAN ANDEN,1
1707,THOMAS F. WHITE,1
1708,JOHN J. WILLIAMS,1
1709,JOSEPH T. BROWN,1
1710,FREDERICK GORE KING,1
1711,JULIAN M. GERARD,1
1712,WILLIAM B. RANDALL,1
1713,JOSEPH S. AUERBACH,1
1714,AMZI L. BARBER,1
1715,I. TOWNSEND BURDEN,1
1716,HENRY F. DIMOCK,1
1717,CHARLES R. FLINT,1
1718,CHARLES W. GOULD,1
1719,JACOB HAYS,1
1720,A. FOSTER HIGGINS,1
1721,HARRY B. HOLLINS,1
1722,ALFRED B. MACLAY,1
1723,JOHN MAGEE,1
1724,HARRY W. McVICKAR,1
1725,HENRY A. MORGAN,1
1726,ANDREW H. SANDS,1
1727,CHARLES F. WATSON,1
1728,NICHOLAS F. PALMER,1
1729,"WILLIAM H. MACY, JR.",1
1730,GATES W. McGARRAH,1
1731,FRANK O. ROE,1
1732,WILLIAM M. KINGSLAND,1
1733,HENRY B. STOKES,1
1734,JOHN T. WILLETS,1
1735,HENRY P. DAVISON,1
1736,HENRY C. TINKER,1
1737,CHARLES W. RIECKS,1
1738,FREDERICK P. McGLYNN,1
1739,CHARLES G. EMERY,1
1740,T.A. GILLESPIE,1
1741,HENRY GRAVES,1
1742,ARTHUR F. LUKE,1
1743,CHARLES A. MOORE,1
1744,WILLIAM RUNKLE,1
1745,CHARLES H. WARREN,1
1746,THOMAS L. JAMES,1
1747,WILLIAM A. SIMONSON,1
1748,WILLIAM T. CORNELL,1
1749,TALCOTT C. VAN SANTVOORD,1
1750,CHARLES E. WARREN,1
1751,WILLIAM F. BOGERT,1
1752,MATTHEW C.D. BORDEN,1
1753,CHARLES C. CLARKE,1
1754,JAMES H. LEWIS,1
1755,CLINTON L. ROSSITER,1
1756,FREDERICK T. ALDRIDGE,1
1757,WILLARD P. SCHNCK,1
1758,HORATIO M. ADAMS,1
1759,CLINTON D. BURDICK,1
1760,"SEYMOUR L. HUSTED, JR.",1
1761,WILLIAM M. INGRAHAM,1
1762,SETH L. KEENEY,1
1763,JOSEPH BIRD,1
1764,FRANK G. STILES,1
1765,CONSTANT M. BIRD,1
1766,GEORGE BLAGDEN,1
1767,S.J. DRAKE,1
1768,BENJAMIN GRIFFEN,1
1769,"RICHARD LATHERS, JR.",1
1770,ROBERT A. McKIM,1
1771,GEORGE H. McLEAN,1
1772,BANJAMIN PERKINS,1
1773,E.S. RAPELLO,1
1774,EDWARD H. SCHELL,1
1775,J. WALTER SPALDING,1
1776,EDWARD A. WALTON,1
1777,JAMES E. WARE,1
1778,AMOS T. FRENCH,1
1779,JOHN KEAN,1
1780,W. NORTH DUANE,1
1781,CHARLES H. SMITH,1
1782,E.A. SKINNER,1
1783,F. DWIGHT,1
1784,FRANCIS R. APPLETON,1
1785,A.J. CASSATT,1
1786,R.J. CROSS,1
1787,RUDULPH ELLIS,1
1788,JOHN HOWARD LATHAM,1
1789,EDMUND D. RANDOLPH,1
1790,JAMES O. SHELDON,1
1791,R.T. WILSON,1
1792,WILLIAM F. GARRISON,1
1793,J.T. FOUNTAIN,1
1794,ANDREW D. BAIRD,1
1795,THOMAS S. COOPER,1
1796,GEORGE L. FOX,1
1797,BERNARD GALLEGHER,1
1798,JOHN H. SHULTS,1
1799,M.B. STREETER,1
1800,WILLIAM H. VOGEL,1
1801,LUR WINTJEN,1
1802,WILLIAM J. COOMBS,1
1803,FRANK L. SNIFFEN,1
1804,WILLIAM C. NESMITH,1
1805,FRANK BAILEY,1
1806,HENRY BATTERMAN,1
1807,EDWARD T. BEDFORD,1
1808,H.V.V. BRAMAN,1
1809,E. DWIGHT CHURCH,1
1810,CHARLES O. GATES,1
1811,H.B. HAIGH,1
1812,JOHN H. HANAN,1
1813,EDWARD HINMAN,1
1814,J. ADOLPH MOLLENHAUER,1
1815,JAMES L. MORGAN,1
1816,JAMES H. OLIPHANT,1
1817,JOHN C. ORR,1
1818,ROYAL C. PEABODY,1
1819,SILAS TUTTLE,1
1820,ALEXANDER GILBERT,1
1821,ROBERT BAYLES,1
1822,THOMAS J. STEVENS,1
1823,J.H. CARR,1
1824,JOSEPH C. BALDWIN,1
1825,HENRY W. BANKS,1
1826,EUGENE  G. BLACKFORD,1
1827,WILLIAM BROOKFIELD,1
1828,FREDERICK W. DEVOE,1
1829,EDWARD J. HALL,1
1830,LEOPOLD STERN,1
1831,ALDEN S. SWAN,1
1832,LEO SCHLESINGER,1
1833,ISAAC STIEBEL,1
1834,A.M. DEDERER,1
1835,ELIAS R. PECK,1
1836,THOMAS E. CRIMMINS,1
1837,MAX DANZIGER,1
1838,JACOB EMSHEIMER,1
1839,MYER FOSTER,1
1840,EUGENE GALLAND,1
1841,BENSON H. GOODMAN,1
1842,G.B.M. HARVEY,1
1843,AARON HECHT,1
1844,JOHN P. O'BRIEN,1
1845,WILLIAM K. RYAN,1
1846,CHARLES STRAUSS,1
1847,GEORGE W. WHITE,1
1848,CHARLES E. WHEELER,1
1849,WILLIAM BAYLIS,1
1850,DANIEL CHAUNCEY,1
1851,JACOB T.E. LITCHFIELD,1
1852,JAMES RAYMOND,1
1853,DANIEL D. WHITNEY,1
1854,ANDREW A. KNOWLES,1
1855,ROBERT W. GRAFF,1
1856,WILLIAM B. BOULTON,1
1857,HORACE E. GARTH,1
1858,LOWELL LINCOLN,1
1859,EDGAR L. MARSTON,1
1861,JAMES V. LOTT,1
1862,EMIL KLEIN,1
1863,WILLIAM C. BROWNING,1
1864,COURTLAND E. HASTINGS,1
1865,YALE KNEELAND,1
1866,EMANUEL LEHMAN,1
1867,JAMES E. NICHOLS,1
1868,AUGUSTUS G. PAINE,1
1869,GEORGE H. SARGENT,1
1870,"WILLIAM SKINNER, JR.",1
1871,ISAAC WALLACH,1
1872,JAMES M. WENTZ,1
1873,RICHARD H. WILLIAMS,1
1874,JOHN T. TERRY,1
1875,HENRY C. DEMING,1
1876,ALVIN W. KRECH,1
1877,ERNEST R. ADEE,1
1878,J.D. OSTRANDER,1
1879,WILLIAM C. POILLON,1
1880,HAROLD B. THORNE,1
1881,EDWARD D. ADAMS,1
1882,H.M. ALEXANDER,1
1883,OLIVER AMES,1
1885,CHARLES H. GODFREY,1
1886,GEORGE J. GOULD,1
1887,CLEMENT A. GRISCOM,1
1888,HENRY G. MARQUAND,1
1889,JAMES McCREERY,1
1890,MORTIMER L. SCHIFF,1
1891,JAMES STOKES,1
1892,ALFRED G. VANDERBILT,1
1893,LOUIS BEER,1
1894,H.D. JOHNSON,1
1895,JOHN AUER,1
1896,JACOB BLANK,1
1897,W.V. BURROUGHS,1
1898,THOMAS F. BYRNES,1
1899,D.J. CREEM,1
1900,S. EISENBACH,1
1901,P.H. FLYNN,1
1902,S.B. KRAUS,1
1903,N. LEVY,1
1904,JACOB MEURER,1
1905,J.M. OTTO,1
1906,RICHARD SHANNON,1
1907,GEORGE STRAUB,1
1908,ERNST STUTZ,1
1909,A. VIGELIUS,1
1910,JOSEPH WAGNER,1
1911,JACOB WILLMAN,1
1912,PHINEAS C. LOUNSBURY,1
1913,ALLEN S. APGAR,1
1914,EDWARD V. GAMBIER,1
1915,LYMAN BROWN,1
1916,GILBERT H. JOHNSON,1
1917,JAMES G. POWERS,1
1918,EDWARD W. SCOTT,1
1919,JOSEPH THOMPSON,1
1920,ELBERT A. BRINCKERHOFF,1
1921,WILLIAM B.T. KEYSER,1
1922,SAMUEL S. CAMPBELL,1
1924,ORRIS K. ELDREDGE,1
1925,EDWARD HOLBROOK,1
1926,DONALD MACKAY,1
1927,GUSTAV H. SCHWAB,1
1928,JAMES E. REYNOLDS,1
1929,JOHN B. GRANT,1
1930,F.P. DAVIS,1
1931,LEO H. McCALL,1
1932,C.L. BAUSHER,1
1933,GEORGE C. CLARKE,1
1934,HENRY D. COOPER,1
1935,G.E. FISHER,1
1936,JOHN U. FRALEY,1
1937,E. HAWLEY,1
1938,CHARLES W. JONES,1
1939,JOSEPH R. QUINBY,1
1940,FRANK C. TRAVERS,1
1941,JONATHAN B. CURREY,1
1942,AUGUSTUS S. HUTCHINS,1
1943,WILLIAM SHERER,1
1944,EDWARD SHERER,1
1945,CHARLES H. ADAMS,1
1946,ROBERT D. ANDREWS,1
1947,CHARLES P. EMMONS,1
1948,WALDO HUTCHINS,1
1949,GROVE P. MITCHELL,1
1950,WILLIS S. PAINE,1
1951,AUGUSTUS H. SANDS,1
1952,AUGUSTUS K. SLOAN,1
1953,JOHN S. SPENCER,1
1954,"EDWARD H. SWAN, JR.",1
1955,JAMES TURNER,1
1956,BRAYTON IVES,1
1957,BEVERLY CHEW,1
1958,"ALEXANDER S. WEBB, JR.",1
1959,BERTRAM CRUGER,1
1960,HEBER R. BISHOP,1
1961,WILLIAM L. BULL,1
1962,ALBERT C. CASE,1
1963,HALEY FISKE,1
1964,ROBERT HOE,1
1965,MORRIS K. JESUP,1
1966,BRADLEY MARTIN,1
1967,RICHARD MORTIMER,1
1968,DUDLEY OLCOTT,1
1969,H.C. PERKINS,1
1970,NORMAN B. REAM,1
1971,WILLIAM H. TILLINGHAST,1
1972,GEORGE HENRY WARREN,1
1973,THOMAS F. RYAN,1
1974,JAMES K. CORBIERE,1
1975,H.M. FRANCIS,1
1976,EUGENE E. VARET,1
1977,G.L. WILLMERDING,1
1978,CHARLES A. CONANT,1
1979,H.B. BERRY,1
1980,JAMES B. DUKE,1
1981,HENRY M. FLAGLER,1
1982,WALTER S. JOHNSTON,1
1983,JOSEPH LAROCQUE,1
1985,GEORGE FOSTER PEABODY,1
1986,ELIHU ROOT,1
1987,LOUIS M. SCHWAN,1
1988,F.W. LIVERMORE,1
1989,ALBERT H. WIGGIN,1
1990,LINDLEY H. HILL,1
1991,FREDERICK M. SPENCER,1
1992,WILLIAM H. CROCKER,1
1993,WILLIAM MORTON GRINNELL,1
1994,EDMOND H. HAMILTON,1
1995,GEORGE S. HART,1
1996,EDWARD C. HOYT,1
1997,EDWARD H. LANDON,1
1998,FREDERICK W. LIVERMORE,1
1999,JOHN McQUADE,1
2000,THOMAS H. NEWMAN,1
2001,W. ROCKHILL POTTS,1
2002,AARON S. THOMAS,1
2003,THOMAS L. WATT,1
2004,JAMES McCLENAHAN,1
2005,GEORGE WILEY,1
2006,WALTER WESTERVELT,1
2007,WILLIAM B. KRUG,1
2008,THOMAS J. BRADY,1
2009,AARON BUCHSBAUM,1
2010,JAMES BUTLER,1
2011,ROBERT GORDON,1
2012,A.P.W. KINNAN,1
2013,EUGENE C. LUDIN,1
2014,C.W. LUYSTER,1
2016,WILIAM G. McCREA,1
2017,STEPHEN McPARTLAND,1
2018,"WILLIAM SPERB, JR.",1
2019,JAMES THOMSON,1
2020,RICHARD S. TREACEY,1
2021,WILLIAM VON TWISTERN,1
2022,JOHN P. WINDOLPH,1
2023,GEORGE R. READ,1
2024,WHITELAW REID,1
2025,F.G. INGERSOLL,1
2026,JOHN LEONARD,1
2027,W.B. DICKERMAN,1
2028,JOHN I. DOWNEY,1
2029,R.P. LOUNSBERY,1
2030,D. PERCY MORGAN,1
2031,JEROME ALVORD PECK,1
2032,J.J. RIKER,1
2033,WILLIAM H. RUSSELL,1
2034,JOHN RYAN,1
2035,WILLIAM SALOMON,1
2036,JOHN W. STERLING,1
2037,J. MAYHEW WAINWRIGHT,1
2038,FRANK H. RICHARDSON,1
2039,JAMES C. BELL,1
2040,WILLIAM H. ROGERS,1
2041,EDWARD EARL,1
2042,JOHN P. HUGGINS,1
2043,CHARLES H. KERNER,1
2044,HENRY C. MILLER,1
2045,SAMUEL R. WEED,1
2046,EDGAR McDONALD,1
2047,J.W. SEAMAN,1
2048,DABIEL V.B. HEGEMAN,1
2049,CARLL H. DE SILVER,1
2050,BENJAMIN T. FROTHINGHAM,1
2051,JAMES H. TAYLOR,1
2052,ANDREW T. SULLIVAN,1
2053,H.F. BURNS,1
2054,FRANCIS WEEKES,1
2055,A.D. BAIRD,1
2056,HERBERT F. GUNNISON,1
2057,WILLIAM E. HORWILL,1
2058,EDWARD T. HULST,1
2059,DITMAS JEWELL,1
2061,F.D. MOLLENHAUER,1
2062,JOST MOLLER,1
2063,HENRY ROTH,1
2064,CHARLES H. RUSSELL,1
2065,HENRY SEIBERT,1
2066,JAMES A. SPERRY,1
2067,EZRA B. TUTTLE,1
2068,F.W. WURSTER,1
2069,WILLIAM C. DUVALL,1
2070,NEILSON OLCOTT,1
2071,H.B. FONDA,1
2072,J.S. ALEXANDER,1
2073,"HENRY CHAPIN, JR.",1
2074,ALFRED H. CURTIS,1
2075,J. FREDERICK SWEASY,1
2076,HENRY BUDGE,1
2077,HENRY H. COOK,1
2078,DAVID H. HOUGHTALING,1
2079,LEONARD LEWISOHN,1
2080,FRANK K. STURGIS,1
2081,MAHLON D. THATCHER,1
2082,ROBERT M. THOMPSON,1
2083,OAKLEIGH THORNE,1
2084,W.M. VAN NORDEN,1
2085,MILES M. O'BRIEN,1
2086,CHARLES J. DAY,1
2087,WILLIAM BALLIN,1
2088,EAGENE BRITTON,1
2089,ANDERSON FOWLER,1
2090,WILLIAM B. PUTNEY,1
2091,ABRAHAM STERN,1
2092,GURDON G. BRINKERHOFF,1
2093,WILLIAM H. CHASE,1
2094,E.G. TUCKER,1
2095,ADOLPH D. BENDHELM,1
2096,HENRY A. CAESAR,1
2097,HENRY HOFHEIMER,1
2098,MARCUS M. MARKS,1
2099,NELSON A. REYNOLDS,1
2100,ALBION K. CHAPMAN,1
2101,"FRANCIS M. BACON, JR.",1
2102,PEARSON HALSTEAD,1
2103,ROBERT B. HIRSCH,1
2104,JACQUES HUBER,1
2105,ARTHUR L. LESHER,1
2106,AUGUSTUS F. LIBBY,1
2107,ELKAN NAUMBURG,1
2108,"EMIL SEYD, JR.",1
2109,FREDERICK SOUHACK,1
2110,CHARLES T. YOUNG,1
2111,HENRY M. WELLS,1
2112,D.J. EVANS,1
2113,JOHN L. HEINS,1
2114,"S.L. HUSTED, JR.",1
2115,WALTER LONGMAN,1
2116,DAVID F. MANNING,1
2117,DAVID B. POWELL,1
2118,W.D. SARGENT,1
2119,A.G. LOOMIS,1
2120,G.S. WHITSON,1
2122,FRANK A. VANDERLIP,1
2123,H.M. KILBORN,1
2124,W.H. TAPPAN,1
2125,A. KAVANAGH,1
2126,JAMES A. STILLMAN,1
2127,C. JANSSEN,1
2128,ROBERT BACON,1
2129,CHARLES S. FAIRCHILD,1
2130,"JOHN D. ROCKEFELLER, JR.",1
2131,STUYVESANT FISH,1
2132,GILBERT G. THORNE,1
2133,GEORGE S. HICKOK,1
2134,EDWARD J. BALDWIN,1
2135,FREDERICK O. FOXCROFT,1
2136,JOSEPH T. MOORE,1
2137,CHARLES SCRIBNER,1
2138,CHARLES STERNBACH,1
2139,CORNELIUS VANDERBILT,1
2141,JOHN M. CRANE,1
2142,JOHN A. HILTNER,1
2143,JOHN I. COLE,1
2144,G.B. SAYRES,1
2145,WILLIAM C. HORN,1
2146,CORNELIUS B. MITCHELL,1
2147,THOMAS RUSSELL,1
2148,NEWTON E. STOUT,1
2149,JOSEPH S. STOUT,1
2150,ROBERT H. SWAYZE,1
2151,R.R. MOORE,1
2152,G.J. BAUMANN,1
2153,JOHN G. HEMERICH,1
2154,JOSEPH J. KITTEL,1
2155,R.V. LEWIS,1
2156,FRANK W. SANGER,1
2157,LOUIS STERN,1
2158,GEORGE J. SMITH,1
2159,FRANCIS L. LELAND,1
2160,WILLIAM H. JENNISON,1
2161,C.G. DALE,1
2162,S.F. JAYNE,1
2163,CHARLES B. WEBSTER,1
2164,HENRY PARISH,1
2165,WALTER KERR,1
2166,"HENRY PARISH, JR.",1
2167,G.M. CORNING,1
2168,Z.W. VAN ZELM,1
2169,EDMUND L. BAYLIES,1
2170,JOHN L. CADWALADER,1
2171,JOSEPH H. CHOATE,1
2172,WILLIAM E. DODGE,1
2173,C. O'D. ISELIN,1
2174,HENRY LEWIS MORRIS,1
2175,JOHN McL. NASH,1
2176,WILLIAM C. SCHERMERHORN,1
2177,PHILLIP SCHUYLER,1
2178,RUTHERFURD STUYVESANT,1
2179,C. VANDERBLIT,1
2180,FRANK S. HYATT,1
2181,ROLLIN P. GRANT,1
2182,LEE KOHNS,1
2183,ROBERT H. McCUTCHEON,1
2184,WILLIAM J. MERRALL,1
2185,JOHN H. SEED,1
2186,WILLIAM WILLS,1
2187,FORREST H. PARKER,1
2188,WILLIAM A. SHERMAN,1
2189,A.H. ALDEN,1
2190,ALEXANDER MUNN,1
2191,A.S. ROE,1
2192,JOHN E. WEEKS,1
2193,E.S. WHITMAN,1
2194,EDWARD M. VOORHEES,1
2195,ARCHIBALD M. PENTZ,1
2196,WILLIAM FELSINGER,1
2197,C.W. BRINCKERHOFF,1
2198,RUFUS H. WOOD,1
2199,JOHN WEBBER,1
2200,EIBE D. CORDTS,1
2201,DANIEL HOFFMAN,1
2202,FREDERICK HUGHSON,1
2203,W.H. JACKSON,1
2204,JAMES L. WANDLING,1
2205,"JOHN WEBBER, JR.",1
2206,BENJAMIN A. WILLIAMS,1
2207,OSBORN W. BRIGHT,1
2208,L. CARROLL ROOT,1
2209,ZELAH VAN LOAN,1
2210,"CHARLES R. BRAINE, JR.",1
2211,JAMES E. KEELER,1
2212,H.W. WHIPPLE,1
2213,WILLIAM F. BUCKLEY,1
2214,FREDERIC R. COUDERT,1
2215,ABRAM M. HYATT,1
2216,STUART G. NELSON,1
2217,CHARLES M. SCHWAB,1
2218,FRANK W. STEARNS,1
2219,L.H. BELLAMY,1
2220,ALBERT SCHIFFERS,1
2221,L.B. FOLEY,1
2222,A.L. ANGLE,1
2223,J.B. SABINE,1
2224,H.A. BELLAMY,1
2225,H.I. FOLEY,1
2226,K.B. FOSTER,1
2227,F.A. HARTUNG,1
2228,E. NICHOLS,1
2229,J.W. PALMER,1
2230,H.L. STORKE,1
2231,"PETER DOELGER, JR.",1
2232,LOUIS H. HOLLOWAY,1
2233,CHARLES P. DOELGER,1
2234,THOMAS J. DUNN,1
2235,WILLIAM FOSTER,1
2236,FRITZ HANDRICH,1
2237,JOHN J. HARRINGTON,1
2238,CHARLES PALM,1
2239,R.C. RATHBONE,1
2240,JOHN RIEFE,1
2241,HARRY S. ROTHSCHILD,1
2242,JOHN SLATTERLY,1
2243,JOHN A. STRALEY,1
2244,WILLIAM H. CHESEBROUGH,1
2245,RICHARD J. SCOLES,1
2246,E.C. LOCKWOOD,1
2247,D.S. SCUDIER,1
2248,HORACE E. ANDREWS,1
2249,H.S. BLACK,1
2250,HEMAN DOWD,1
2252,JOHN HONE,1
2253,JAMES JOURDAN,1
2254,JAMES S. KUHN,1
2255,CHARLTON T. LEWIS,1
2256,ALLAN McCULLOH,1
2257,E.C. POTTER,1
2258,E.W. SCOTT,1
2259,HENRY F. SHOEMAKER,1
2260,WAGER SWAYNE,1
2261,EDWIN THORNE,1
2262,JOHN C. TOMLINSON,1
2263,SAMUEL D. STYLES,1
2264,ADOLPHO H. FISCHER,1
2265,JOHN H. SELMES,1
2266,IRVING M. SHAW,1
2267,ALEXANDER C. MILNE,1
2268,HOBART CLEVELAND,1
2269,HENRY DE PEYSTER,1
2270,JAMES W. ELGAR,1
2271,HARVEY E. FISK,1
2272,RICHARD V. LEWIS,1
2273,RANALD H. MACDONALD,1
2274,BENJAMIN F. MILLS,1
2275,EDWARD A. NEWELL,1
2276,CHARLES ROHE,1
2277,NOEL B. SANBORN,1
2278,ELDRIDGE G. SNOW,1
2279,THOMAS STOKES,1
2280,CHRISTIAN F. TIETJEN,1
2281,PAUL E. BONNER,1
2282,DANIEL CANTY,1
2283,EUGENE DOHERTY,1
2284,CLAUS DOSCHER,1
2285,CULVER FERGUSON,1
2286,JOHN H. FORT,1
2287,JOSEPH E. HINDS,1
2288,JAMES D. LEARY,1
2289,MENDEL LEVY,1
2290,ERNEST OCHS,1
2291,ISAAC SCHEUER,1
2292,CORNELIUS H. TIEBOUT,1
2293,PAUL WEIDMANN,1
2294,HART B. BRUNDRETT,1
2295,OLIN G. WALBRIDGE,1
2296,S.C. MERWIN,1
2297,F.W. LUYTIES,1
2298,JOHN S. BROWNING,1
2299,JNO. F. DEGENER,1
2300,GEORGE A. HEARN,1
2301,H.W. HOOPS,1
2302,THOMAS B. KERR,1
2303,GEORGE LEGG,1
2304,ALEXANDER D. NAPIER,1
2305,GEORGE W. SPENCE,1
2306,CHARLES G. BENNETT,1
2307,RUDOLPH BURKHARDT,1
2308,H. BERNARD COOMBE,1
2309,CHARLES S. CUTTER,1
2310,JOEL B. GOODMAN,1
2311,LOUIS GRAF,1
2312,CHRISTIAN HUNKEN,1
2313,NATHAN H. LEVI,1
2314,P.J. MENAHAN,1
2315,JOHN RUEGER,1
2316,HENRY L. SCHELLING,1
2317,GEORGE W. SHELLAS,1
2318,JOHN WELZ,1
2319,FRANK E. WILSON,1
2320,GEORGE H. WOODWORTH,1
2321,SCOTT FOSTER,1
2322,ADOLPH WIMPFHEIMER,1
2323,WILLIAM MILNE,1
2324,GEORGE A. ZABRISKIE,1
2325,THEODORE W. MORRIS,1
2326,STEVENSON TAYLOR,1
2327,THOMAS WILLIAMS,1
2328,HORACE J. MORSE,1
2329,EDWARD JOHNSON,1
2330,CHARLES A. BOODY,1
2331,ISIDORE M. BON,1
2332,DAVID A. BOODY,1
2333,AMORY S. CARHART,1
2334,WILLIAM M. COLE,1
2335,WILLIAM B. DAVENPORT,1
2336,WILLIAM B. HILL,1
2337,SOLOMON W. JOHNSON,1
2338,ROBERT J. KIMBALL,1
2339,HERBERT L. PRATT,1
2340,HOWARD W. SMITH,1
2341,GEORGE P. TANGEMAN,1
2342,FREDERIC A. WARD,1
2343,DUNCAN D. PARMLY,1
2344,GEORGE M. COFFIN,1
2345,ALFRED M. BULL,1
2346,PIERSON G. DODD,1
2347,DANIEL BACON,1
2348,HENRY S. DESHON,1
2349,W.H.H. MOORE,1
2350,GEORGE L. NICHOLAS,1
2351,RICHARD M. PARMELY,1
2352,HENRY K. POMROY,1
2353,JOHN H. POOL,1
2355,JONATHAN THORNE,1
2356,WILLIAM M. MILLS,1
2357,A. NEWBOLD MORRIS,1
2358,CHARLES W. PARSON,1
2359,E.M. CLARKE,1
2360,E.H. COOK,1
2361,GEORGE B. WHEELER,1
2362,B. BEINECKE,1
2363,HENRY CARPENTER,1
2364,FRANK A. COLLINS,1
2365,WILLIAM T. JAMES,1
2366,L.M. FRANKLIN,1
2367,HENRY L. BOGERT,1
2368,M.D. GOULD,1
2369,JOHN HEPBURN,1
2370,GEORGE LEWIS,1
2371,THEODORE F. SMITH,1
2372,WILLIAM H. VAN SICLEN,1
2373,JOHN H. WILSON,1
2374,HENRY C. SWORDS,1
2375,H.H. CAMMANN,1
2376,HENRY W. REIGHLEY,1
2377,LANSDALE BOARDMAN,1
2378,CHERLES C. BURKE,1
2379,PERCY CHUBB,1
2380,EDWIN A. CRUIKSHANK,1
2381,HORACE S. ELY,1
2382,JOEL FRANCIS FREEMAN,1
2383,ROBERT GOELET,1
2384,FRANKLIN B. LORD,1
2385,JAMES I. RAYMOND,1
2386,J. ROOSEVELT ROOSEVELT,1
2387,CHARLES A. SCHERMERHORN,1
2388,LISPENARD STEWART,1
2389,JAMES M. VARNUM,1
2390,FRANK S. WITHERBEE,1
2391,FRANK STEVENS,1
2392,FRANK H. HALL,1
2393,M.F. CARROLL,1
2394,DANIEL E. CLEARY,1
2395,CHARLES D. THOMPSON,1
2396,WILLIAM G.E. SEE,1
2397,CHARLES W. HUNT,1
2398,GEORGE H. TREDWELL,1
2399,CHARLES E. GRIFFITH,1
2400,EDWARD D. CLARK,1
2401,HERBERT CRABTREE,1
2402,W.J. DAVIDSON,1
2403,RICHARD L.H. FITCH,1
2404,GEORGE M. MATTHIUS,1
2405,AZEL F. MERRILL,1
2406,HENRY P. MORRISON,1
2407,BENEDICT PARKER,1
2408,JOHN F. SMITH,1
2409,J.A. SNYDER,1
2410,FRANK W. TOMPKINS,1
2411,H.C. COPELAND,1
2412,JOHN J. CLANCY,1
2413,H.H. BIZALLION,1
2414,MAX AMS,1
2415,JOHN V.B. CLARKSON,1
2416,A.F. HOLLY,1
2417,GEORGE W. PLUNKITT,1
2418,JOHN REISENWEBER,1
2419,DANIEL SEYMOUR,1
2420,CHARLES N. TAINTOR,1
